,0h,2.5h ctrl,2.5h agar,5h ctrl,5h agar
26,2.9625228649556234,2.372425558856681,1.3176844830756385,1.163700170013528,2.2051137188154493
27,2.9903735429161165,2.1181028446140444,2.9939095492857613,1.983449278529413,2.5953836094481173
28,2.143724661644593,2.622864881512813,2.9457808047442304,1.5243048791504086,3.020954413346516
29,3.034413337063662,3.50120233662716,7.800530896499949,1.8690601907033288,1.9304670275461544
30,1.259302027964691,2.4765085205167474,1.5733843121648707,1.971395350057916,4.090076258106676
31,1.8656295852624365,2.983728062745112,1.3434370352185827,2.109707552843737,1.1635900533058
32,2.2606888570166217,3.166810146829073,1.2453547694002285,1.374615078545331,2.8993021032777326
33,1.608788169951732,1.8367576746491887,1.5018150554866745,1.2395466562644235,2.434138718246948
34,2.311446393986094,3.074707775592564,3.853219549661399,1.2497696000005378,2.0435488696572377
35,2.6209530219450303,3.287190570234514,1.534635230035467,2.7314506557235583,2.9096869360894555
36,1.4944344471057651,1.6081307135156706,1.1336972615209533,1.1856752894136071,1.9310617663389928
37,1.7478870985052504,2.2692949198295747,2.0467903619257464,1.2693512679123702,2.860801005068568
38,1.960351075402056,3.3540912140810915,2.5051590808407007,1.2838894129185103,1.9490535607479544
39,2.5848354990796345,3.38915403292986,1.919763940284124,1.900540478180624,1.5446848786380951
40,1.6412753772225797,3.369660590949525,1.9265430064412128,1.150082660615713,1.4548164007713331
41,1.167166980225919,3.300618845268382,1.4785942115515112,3.471064649233058,1.81892798017363
42,4.266349088666811,2.894345662034479,1.6443822066614129,1.9522921861335485,1.9520076308491203
43,2.8736769143775027,2.840722701885061,1.5341871060820642,3.919920362739009,2.279946169558848
44,1.4068939082560894,3.2926987885457324,2.219924678982662,1.5537957574904069,1.4784001068844412
45,1.3325935933607451,2.7844516268852337,1.3381692828771266,1.84879537531926,2.387840772090596
46,1.200098128560703,2.556087652876676,1.2836044835771991,1.1486032114452218,3.013442294957277
47,2.772838800693796,2.098165432818281,1.156958661142765,2.003878643742803,1.3408759884990522
48,1.972639506219097,1.4184040529305877,1.487051331023325,2.072689077956328,2.0146066808034027
49,2.596129637642109,1.390584439025623,1.593751488673829,2.0303690126128564,3.646106650087064
50,1.6836425499279462,1.5722609615712235,1.6946100752855715,4.980628883452662,2.428630288831473
51,2.04254846530698,1.8497812773063207,1.1518915049588767,2.8572287614596275,1.6617442364235184
52,2.550629842459228,2.2146393010240626,1.9736656557785028,3.4155849780131025,2.2765243974681706
53,3.152353597539144,1.5561717041032197,1.0500430739646878,1.2102807670643536,1.8367505571111944
54,1.3021541524030245,2.230281146720467,2.050967040558904,2.076972892803952,1.785311671817026
55,1.28107249080703,2.168892794027399,2.152009235482788,1.5539996283195678,1.992700466550242
56,3.022753039865524,2.265512826623473,1.849938726516757,1.691385151331523,2.5123890998534013
57,1.7653517660775928,1.031417418113865,2.5278801672035187,1.497532636558464,2.278861142508
58,2.827497680196214,1.9552300732421235,2.1270644390598656,1.5036226549460558,2.552591946312544
59,2.654426635873083,1.9534454723698207,2.6717192301127723,1.5331456368113092,1.9168400228936504
60,2.1766621454442685,2.2946072196511365,1.73668197511044,2.1301680904993896,2.109630888785826
61,1.744891553661487,1.6462929131907191,2.1000865311394388,1.2637807316371572,2.3871455511152644
62,2.3145553109245816,2.1021703786942165,1.5495021520605046,1.4611478847030193,2.232393153855495
63,2.4781332177925,1.6731907207935284,1.5877419137101858,2.6368978247531727,4.192483317268624
64,2.174711583370017,2.2555530144877904,1.855184682274692,1.2969753665853856,1.9051319792479555
65,2.235394040003272,2.0980649842008807,1.9650230609751649,2.161086334990536,1.5745544068677042
66,1.835956113730535,3.2054641064623626,2.1354610460408905,2.2295525503557823,1.8815348066904711
67,2.796484858619248,2.428078871541484,2.025554865774244,1.6763880782652507,2.995035575658892
68,2.540954104537407,2.7662318194931146,1.6342056911464866,1.6294503075296274,2.118952702700771
69,,2.864328321117851,2.4984267751353846,1.634375404135236,1.9133726280818832
70,,1.8080807516142767,1.5779447447613395,2.7531363663385244,1.778237136000378
71,,2.3233187238334128,2.2298438739803177,1.6997875594632756,1.9378343730220229
72,,3.0606128084463804,1.814609876099741,1.4726398460014087,2.6853957952086382
73,,2.526614565448373,3.620230941979385,2.198509186422953,2.195132852763836
74,,3.1972235517835927,1.801807987012347,1.3328532163985327,2.737997726089855
75,,2.0103022333647247,1.616735270726781,2.0052469837925955,1.6579775132313208
76,,1.8661481230459496,1.823963092123125,1.427843596107823,
77,,2.2443300239649844,2.12804752389712,1.5295391244751475,
78,,2.4962708803265805,1.914518355247752,2.330535166416865,
79,,1.9148085444337368,2.181750098808982,4.730440350821594,
80,,1.8003738465189512,1.411861288739325,1.868927877244764,
81,,1.881284820229852,2.294367330782859,1.7056580736626268,
82,,2.392078054608815,2.000327980083583,2.300156826677212,
83,,2.072687245453246,1.784614355045343,2.3473951180147976,
84,,2.3930285962175013,1.7505352483950525,2.2039361909638835,
85,,1.7008660886361655,2.4775025515144664,2.819690193366335,
86,,1.882937274175709,2.2269485037139445,1.967350800169029,
87,,,1.343321778988369,2.209924217170582,
88,,,1.6546222687830487,2.4991176668527246,
89,,,1.806616211097379,1.9333117069321843,
90,,,1.85540065955855,1.5829102755175852,
91,,,1.4226542124684178,1.4425645373953695,
92,,,1.5681163972826722,1.3875365754237583,
93,,,1.7007288292441392,2.0606268691472307,
94,,,2.333767055002689,2.0516649574400745,
95,,,1.1806066999593474,1.2988347796978317,
96,,,1.1810633107224278,1.606619040281433,
97,,,1.2104232021670234,1.6603667756376836,
98,,,3.0269018348271843,2.02117075846846,
99,,,2.2693340387687724,2.4017212628157,
100,,,3.8986980284392616,1.8996556114491288,
101,,,1.651698319104239,2.0902668665033923,
102,,,2.268041804376861,1.9027636157690744,
103,,,2.3383320389609685,1.321120954365518,
104,,,1.24972795182735,3.220490857160644,
105,,,,2.9817707918082297,
106,,,,3.3453322928144886,
107,,,,2.557171575516288,
108,,,,1.4390999902961057,
109,,,,1.5345057806917497,
110,,,,1.244941870768964,
111,,,,1.2600698787525266,
112,,,,1.437471772099729,
113,,,,1.7460721262803502,
114,,,,2.731647114954233,
115,,,,1.322864655179138,
116,,,,1.8953319501436148,
117,,,,1.8249884683487885,
118,,,,1.9812656198707377,
119,,,,2.269820730271846,
120,,,,1.4073678292807068,
121,,,,1.9508040835228824,
122,,,,2.2158622335690548,
123,,,,2.937902127289288,
124,,,,2.9253141495829387,
125,,,,2.231246115845018,
126,,,,1.9206090033657328,
127,,,,1.1216338698884212,
128,,,,3.1339431155551143,
129,,,,1.547858556823222,
130,,,,1.4093564778450294,
131,,,,1.3655260703871266,
132,,,,1.417149560593177,
133,,,,1.1239613965025046,
134,,,,2.736145491136698,
135,,,,1.4661702301249968,
136,,,,1.558036769278656,
137,,,,1.095326200839091,
138,,,,1.4190740982088326,
139,,,,1.581824033796619,
140,,,,2.817754870227258,
141,,,,2.9708159042463884,
142,,,,3.648629732734916,
143,,,,1.4560499280694277,
144,,,,2.3771291140561392,
145,,,,1.8437967429564868,
146,,,,1.9519839526657128,
147,,,,2.2867217622568896,
148,,,,4.639072476783809,
149,,,,2.75049317064092,
150,,,,1.8670149088470287,
151,,,,2.4859406961972104,
152,,,,1.6926721469655246,
153,,,,2.6189199000244328,
154,,,,2.6144157247977726,
